name,selection,clustering,k,count,actual_n,actual_m,actual_MDL,full_n,full_m,full_rules,full_MDL,GCD_full,CVM_full_d,CVM_full_pr,part_n,part_m,part_rules,part_MDL,GCD_part,CVM_part_d,CVM_part_pr,no_n,no_m,no_rules,no_MDL,GCD_no,CVM_no_d,CVM_no_pr
lesmis,random,spectral,2.0,10.0,77.0,254.0,7037.0,74.0,252.0,23.0,14050.0,0.775,2.1919999999999997,4.184,54.0,153.0,31.0,3677.0,1.401,8.731,15.825999999999999,107.0,365.0,31.0,3031.0,2.273,7.607,18.87
lesmis,random,node2vec,2.0,1.0,77.0,254.0,7037.0,10.0,9.0,64.0,30811.0,4.119,26.608,45.36,7.0,7.0,62.0,4702.0,6.098,22.857,43.857,15.0,15.0,62.0,3825.0,4.708,23.456,44.036
lesmis,random,node2vec,2.0,2.0,77.0,254.0,7037.0,8.0,9.0,64.0,30811.0,4.748,22.123,43.247,4.0,3.0,62.0,4702.0,4.9910000000000005,27.656,42.299,4.0,3.0,62.0,3825.0,4.9910000000000005,27.656,42.299
lesmis,random,node2vec,2.0,3.0,77.0,254.0,7037.0,40.0,150.0,64.0,30811.0,1.7630000000000001,6.007999999999999,25.584,317.0,977.0,62.0,4702.0,2.54,9.537,189.863,19.0,42.0,62.0,3825.0,2.7230000000000003,12.414000000000001,45.677
lesmis,random,node2vec,2.0,4.0,77.0,254.0,7037.0,25.0,89.0,64.0,30811.0,1.899,2.9389999999999996,39.264,4.0,3.0,62.0,4702.0,4.9910000000000005,27.656,42.299,14.0,39.0,62.0,3825.0,4.178999999999999,8.636000000000001,46.292
lesmis,random,node2vec,2.0,5.0,77.0,254.0,7037.0,2091.0,7557.0,64.0,30811.0,1.9180000000000001,87.557,1608.848,8.0,16.0,62.0,4702.0,4.063,13.081,44.108999999999995,513.0,1760.0,62.0,3825.0,2.294,48.056999999999995,370.783
lesmis,random,node2vec,2.0,6.0,77.0,254.0,7037.0,15.0,25.0,64.0,30811.0,5.824,20.919,44.298,43.0,122.0,62.0,4702.0,3.2239999999999998,4.7780000000000005,31.064,8.0,16.0,62.0,3825.0,6.069,12.700999999999999,44.523
lesmis,random,node2vec,2.0,7.0,77.0,254.0,7037.0,21.0,25.0,64.0,30811.0,4.543,29.325,45.732,17.0,36.0,62.0,4702.0,4.648,9.305,45.838,28.0,96.0,62.0,3825.0,1.883,5.593999999999999,39.945
lesmis,random,node2vec,2.0,8.0,77.0,254.0,7037.0,4.0,3.0,64.0,30811.0,4.9910000000000005,27.656,42.299,58.0,182.0,62.0,4702.0,1.999,8.737,17.339000000000002,4.0,3.0,62.0,3825.0,4.9910000000000005,27.656,42.299
lesmis,random,node2vec,2.0,9.0,77.0,254.0,7037.0,105.0,460.0,64.0,30811.0,2.112,21.72,24.504,6.0,6.0,62.0,4702.0,4.848,23.555999999999997,43.465,4.0,3.0,62.0,3825.0,4.9910000000000005,27.656,42.299
lesmis,random,node2vec,2.0,10.0,77.0,254.0,7037.0,6.0,6.0,64.0,30811.0,4.848,21.631999999999998,43.465,8.0,16.0,62.0,4702.0,4.051,13.081,44.108999999999995,4.0,3.0,62.0,3825.0,4.9910000000000005,27.656,42.299
lesmis,mdl,random,2.0,1.0,77.0,254.0,7037.0,83.0,289.0,71.0,68849.0,2.635,6.09,9.468,82.0,222.0,54.0,7272.0,3.0860000000000003,10.052,11.035,88.0,258.0,54.0,6368.0,3.034,15.299000000000001,9.062999999999999
lesmis,mdl,random,2.0,2.0,77.0,254.0,7037.0,73.0,285.0,71.0,68849.0,2.215,9.757,6.689,85.0,256.0,54.0,7272.0,2.478,6.056,8.107000000000001,92.0,290.0,54.0,6368.0,2.948,14.282,12.915
lesmis,mdl,random,2.0,3.0,77.0,254.0,7037.0,78.0,288.0,71.0,68849.0,2.6010000000000004,6.857,4.2410000000000005,86.0,217.0,54.0,7272.0,2.978,11.69,10.647,91.0,250.0,54.0,6368.0,2.75,15.769,12.165999999999999
lesmis,mdl,random,2.0,4.0,77.0,254.0,7037.0,78.0,287.0,71.0,68849.0,2.6689999999999996,5.0,5.721,82.0,258.0,54.0,7272.0,2.612,3.912,8.709,97.0,248.0,54.0,6368.0,2.722,19.287,14.485999999999999
lesmis,mdl,random,2.0,5.0,77.0,254.0,7037.0,77.0,255.0,71.0,68849.0,2.7230000000000003,2.987,10.13,86.0,254.0,54.0,7272.0,2.609,7.3629999999999995,6.108,78.0,253.0,54.0,6368.0,2.8789999999999996,10.741,7.374
lesmis,mdl,random,2.0,6.0,77.0,254.0,7037.0,72.0,222.0,71.0,68849.0,3.2119999999999997,4.042,10.992,90.0,288.0,54.0,7272.0,2.5580000000000003,7.087999999999999,10.602,84.0,286.0,54.0,6368.0,2.673,11.071,6.865
lesmis,mdl,random,2.0,7.0,77.0,254.0,7037.0,70.0,260.0,71.0,68849.0,2.81,6.507999999999999,12.780999999999999,87.0,255.0,54.0,7272.0,2.8280000000000003,5.176,9.763,80.0,218.0,54.0,6368.0,2.841,15.334000000000001,6.867999999999999
lesmis,mdl,random,2.0,8.0,77.0,254.0,7037.0,80.0,255.0,71.0,68849.0,2.7560000000000002,2.734,4.588,88.0,252.0,54.0,7272.0,2.605,8.255,14.787,80.0,256.0,54.0,6368.0,2.807,10.728,5.282
lesmis,mdl,random,2.0,9.0,77.0,254.0,7037.0,82.0,284.0,71.0,68849.0,2.705,4.406000000000001,9.926,85.0,254.0,54.0,7272.0,2.682,6.197,8.482999999999999,82.0,218.0,54.0,6368.0,2.6069999999999998,17.272000000000002,8.094
lesmis,mdl,random,2.0,10.0,77.0,254.0,7037.0,79.0,289.0,71.0,68849.0,2.852,3.83,10.914000000000001,80.0,222.0,54.0,7272.0,2.832,8.501,9.559,87.0,257.0,54.0,6368.0,2.174,18.278,8.651
lesmis,mdl,louvain,2.0,1.0,77.0,254.0,7037.0,76.0,253.0,8.0,11511.0,0.295,0.868,1.692,78.0,255.0,8.0,5759.0,0.355,0.8690000000000001,2.675,77.0,254.0,8.0,5625.0,0.261,1.195,1.831
lesmis,mdl,louvain,2.0,2.0,77.0,254.0,7037.0,77.0,254.0,8.0,11511.0,0.223,0.0,0.065,77.0,254.0,8.0,5759.0,0.204,0.0,0.0,77.0,254.0,8.0,5625.0,0.336,1.169,1.883
lesmis,mdl,louvain,2.0,3.0,77.0,254.0,7037.0,76.0,253.0,8.0,11511.0,0.27,0.868,1.511,77.0,254.0,8.0,5759.0,0.226,0.0,0.20800000000000002,77.0,254.0,8.0,5625.0,0.23800000000000002,0.494,1.013
lesmis,mdl,louvain,2.0,4.0,77.0,254.0,7037.0,76.0,253.0,8.0,11511.0,0.308,0.868,1.042,76.0,253.0,8.0,5759.0,0.318,0.868,1.7169999999999999,76.0,253.0,8.0,5625.0,0.27899999999999997,1.6269999999999998,2.085
lesmis,mdl,louvain,2.0,5.0,77.0,254.0,7037.0,78.0,255.0,8.0,11511.0,0.322,0.8690000000000001,2.614,77.0,254.0,8.0,5759.0,0.315,0.0,0.20800000000000002,77.0,254.0,8.0,5625.0,0.262,0.636,1.597
lesmis,mdl,louvain,2.0,6.0,77.0,254.0,7037.0,77.0,254.0,8.0,11511.0,0.27899999999999997,0.0,0.20800000000000002,78.0,255.0,8.0,5759.0,0.3,0.8690000000000001,2.714,76.0,253.0,8.0,5625.0,0.23800000000000002,1.591,2.395
lesmis,mdl,louvain,2.0,7.0,77.0,254.0,7037.0,76.0,253.0,8.0,11511.0,0.308,0.868,1.092,76.0,253.0,8.0,5759.0,0.308,0.868,1.092,77.0,254.0,8.0,5625.0,0.317,0.494,1.013
lesmis,mdl,louvain,2.0,8.0,77.0,254.0,7037.0,76.0,253.0,8.0,11511.0,0.325,0.868,1.092,78.0,255.0,8.0,5759.0,0.355,0.8690000000000001,2.675,78.0,255.0,8.0,5625.0,0.345,1.436,2.1790000000000003
lesmis,mdl,louvain,2.0,9.0,77.0,254.0,7037.0,78.0,255.0,8.0,11511.0,0.25,0.8690000000000001,2.714,77.0,254.0,8.0,5759.0,0.235,0.0,0.20800000000000002,76.0,253.0,8.0,5625.0,0.35600000000000004,1.6230000000000002,2.024
lesmis,mdl,louvain,2.0,10.0,77.0,254.0,7037.0,78.0,255.0,8.0,11511.0,0.322,0.8690000000000001,2.675,77.0,254.0,8.0,5759.0,0.28,0.0,0.065,77.0,254.0,8.0,5625.0,0.25,0.636,1.429
lesmis,mdl,cond,2.0,1.0,77.0,254.0,7037.0,84.0,276.0,68.0,40774.0,2.266,4.22,8.407,54.0,190.0,43.0,4562.0,2.0869999999999997,7.535,24.988000000000003,46.0,177.0,43.0,3827.0,2.202,8.415,30.971999999999998
lesmis,mdl,cond,2.0,2.0,77.0,254.0,7037.0,70.0,254.0,68.0,40774.0,2.6039999999999996,12.384,16.182000000000002,99.0,306.0,43.0,4562.0,2.792,8.835,19.547,66.0,240.0,43.0,3827.0,2.312,18.762,23.604
lesmis,mdl,cond,2.0,3.0,77.0,254.0,7037.0,52.0,231.0,68.0,40774.0,2.5860000000000003,18.692,27.509,51.0,214.0,43.0,4562.0,2.142,13.492,27.434,80.0,303.0,43.0,3827.0,2.9730000000000003,19.987000000000002,13.243
lesmis,mdl,cond,2.0,4.0,77.0,254.0,7037.0,79.0,247.0,68.0,40774.0,2.787,3.7969999999999997,6.284,54.0,218.0,43.0,4562.0,2.0,13.46,26.795,42.0,172.0,43.0,3827.0,2.3169999999999997,13.16,36.818000000000005
lesmis,mdl,cond,2.0,5.0,77.0,254.0,7037.0,91.0,277.0,68.0,40774.0,2.957,5.615,6.515,61.0,262.0,43.0,4562.0,2.425,18.622,24.701999999999998,65.0,238.0,43.0,3827.0,2.917,14.583,21.855999999999998
lesmis,mdl,cond,2.0,6.0,77.0,254.0,7037.0,82.0,266.0,68.0,40774.0,2.929,6.78,8.632,54.0,223.0,43.0,4562.0,2.3890000000000002,15.674000000000001,29.433000000000003,72.0,220.0,43.0,3827.0,2.853,7.807,11.74
lesmis,mdl,cond,2.0,7.0,77.0,254.0,7037.0,72.0,276.0,68.0,40774.0,3.135,11.411,12.217,72.0,254.0,43.0,4562.0,1.857,4.907,7.0120000000000005,77.0,296.0,43.0,3827.0,2.873,21.351,15.779000000000002
lesmis,mdl,cond,2.0,8.0,77.0,254.0,7037.0,87.0,237.0,68.0,40774.0,2.6,20.899,17.721,65.0,283.0,43.0,4562.0,2.76,20.938000000000002,20.298,63.0,262.0,43.0,3827.0,2.688,24.651999999999997,28.601999999999997
lesmis,mdl,cond,2.0,9.0,77.0,254.0,7037.0,55.0,216.0,68.0,40774.0,2.388,8.125,19.613,66.0,278.0,43.0,4562.0,2.6910000000000003,19.823,20.348,72.0,278.0,43.0,3827.0,2.57,22.019000000000002,20.215999999999998
lesmis,mdl,cond,2.0,10.0,77.0,254.0,7037.0,103.0,337.0,68.0,40774.0,2.725,9.677,17.246,62.0,265.0,43.0,4562.0,2.571,19.186,23.625999999999998,61.0,233.0,43.0,3827.0,2.633,20.531,29.105999999999998
lesmis,mdl,spectral,2.0,1.0,77.0,254.0,7037.0,51.0,174.0,40.0,16403.0,1.5219999999999998,7.165,15.876,70.0,235.0,36.0,3371.0,1.4380000000000002,3.3160000000000003,8.827,73.0,262.0,36.0,2725.0,1.7990000000000002,10.978,9.818999999999999
lesmis,mdl,spectral,2.0,2.0,77.0,254.0,7037.0,60.0,204.0,40.0,16403.0,1.944,3.575,17.660999999999998,103.0,322.0,36.0,3371.0,1.479,4.752,26.226,38.0,172.0,36.0,2725.0,2.1180000000000003,20.167,38.817
lesmis,mdl,spectral,2.0,3.0,77.0,254.0,7037.0,35.0,150.0,40.0,16403.0,2.075,14.834000000000001,36.499,129.0,354.0,36.0,3371.0,1.433,13.823,45.403999999999996,73.0,254.0,36.0,2725.0,2.079,8.283999999999999,9.304
lesmis,mdl,spectral,2.0,4.0,77.0,254.0,7037.0,160.0,497.0,40.0,16403.0,1.604,9.543,64.751,119.0,383.0,36.0,3371.0,1.48,2.0869999999999997,37.209,143.0,364.0,36.0,2725.0,2.055,16.573,52.669
lesmis,mdl,spectral,2.0,5.0,77.0,254.0,7037.0,78.0,298.0,40.0,16403.0,1.986,11.33,4.977,43.0,165.0,36.0,3371.0,2.351,5.961,21.868000000000002,111.0,364.0,36.0,2725.0,1.874,10.6,23.384
lesmis,mdl,spectral,2.0,6.0,77.0,254.0,7037.0,55.0,171.0,40.0,16403.0,2.448,6.7010000000000005,16.714000000000002,49.0,182.0,36.0,3371.0,1.882,6.0,24.878,86.0,308.0,36.0,2725.0,1.611,13.405,10.785
lesmis,mdl,spectral,2.0,7.0,77.0,254.0,7037.0,48.0,174.0,40.0,16403.0,1.761,4.348,20.032,98.0,288.0,36.0,3371.0,1.656,9.099,21.316,61.0,239.0,36.0,2725.0,1.931,15.405999999999999,22.791999999999998
lesmis,mdl,spectral,2.0,8.0,77.0,254.0,7037.0,72.0,242.0,40.0,16403.0,1.55,2.0540000000000003,5.624,82.0,239.0,36.0,3371.0,1.4169999999999998,8.64,7.327999999999999,52.0,183.0,36.0,2725.0,2.197,4.809,22.096999999999998
lesmis,mdl,spectral,2.0,9.0,77.0,254.0,7037.0,56.0,208.0,40.0,16403.0,1.535,5.534,18.885,67.0,234.0,36.0,3371.0,1.574,3.017,9.417,80.0,268.0,36.0,2725.0,2.042,5.377000000000001,6.694
lesmis,mdl,spectral,2.0,10.0,77.0,254.0,7037.0,72.0,250.0,40.0,16403.0,1.642,2.7439999999999998,9.247,58.0,195.0,36.0,3371.0,2.024,4.169,19.471,57.0,171.0,36.0,2725.0,2.6489999999999996,5.922999999999999,18.387999999999998
lesmis,mdl,node2vec,2.0,1.0,77.0,254.0,7037.0,8.0,8.0,71.0,32941.0,6.185,24.779,43.747,4.0,5.0,58.0,4525.0,4.9910000000000005,19.422,42.299,144.0,618.0,59.0,3715.0,2.334,32.358000000000004,48.326
lesmis,mdl,node2vec,2.0,2.0,77.0,254.0,7037.0,16.0,17.0,71.0,32941.0,6.938,28.631999999999998,45.136,14.0,54.0,58.0,4525.0,4.497,10.325,45.799,6.0,6.0,59.0,3715.0,4.282,20.896,42.567
lesmis,mdl,node2vec,2.0,3.0,77.0,254.0,7037.0,52.0,131.0,71.0,32941.0,1.7819999999999998,13.214,19.761,10.0,11.0,58.0,4525.0,4.633,22.008000000000003,45.473,6.0,7.0,59.0,3715.0,5.848,19.578,43.799
lesmis,mdl,node2vec,2.0,4.0,77.0,254.0,7037.0,35.0,67.0,71.0,32941.0,2.125,19.756,27.496,33.0,77.0,58.0,4525.0,2.5,17.208,43.831,8.0,7.0,59.0,3715.0,4.82,23.948,43.445
lesmis,mdl,node2vec,2.0,5.0,77.0,254.0,7037.0,20.0,62.0,71.0,32941.0,3.6260000000000003,6.385,44.395,14.0,40.0,58.0,4525.0,5.349,11.142999999999999,45.812,8.0,7.0,59.0,3715.0,5.178999999999999,26.357,44.273
lesmis,mdl,node2vec,2.0,6.0,77.0,254.0,7037.0,7.0,9.0,71.0,32941.0,6.943,16.570999999999998,43.986999999999995,6.0,6.0,58.0,4525.0,5.11,23.555999999999997,43.632,6.0,6.0,59.0,3715.0,6.472,21.631999999999998,43.465
lesmis,mdl,node2vec,2.0,7.0,77.0,254.0,7037.0,21.0,46.0,71.0,32941.0,4.155,12.84,42.143,6.0,6.0,58.0,4525.0,4.905,23.555999999999997,43.632,55.0,223.0,59.0,3715.0,1.9140000000000001,17.135,32.158
lesmis,mdl,node2vec,2.0,8.0,77.0,254.0,7037.0,11.0,12.0,71.0,32941.0,4.477,21.026,45.805,6.0,7.0,58.0,4525.0,6.472,19.578,43.632,83.0,293.0,59.0,3715.0,1.801,12.107999999999999,7.641
lesmis,mdl,node2vec,2.0,9.0,77.0,254.0,7037.0,6.0,6.0,71.0,32941.0,4.905,23.555999999999997,43.632,6.0,6.0,58.0,4525.0,4.905,23.555999999999997,43.632,6.0,6.0,59.0,3715.0,4.247,21.631999999999998,43.799
lesmis,mdl,node2vec,2.0,10.0,77.0,254.0,7037.0,4.0,5.0,71.0,32941.0,4.9910000000000005,19.422,42.299,4.0,5.0,58.0,4525.0,4.9910000000000005,19.422,42.299,4.0,5.0,59.0,3715.0,4.9910000000000005,19.422,42.299
lesmis,level,random,2.0,1.0,77.0,254.0,7037.0,78.0,253.0,31.0,46354.0,2.614,1.236,8.404,76.0,228.0,18.0,6810.0,3.088,4.775,9.751,76.0,254.0,18.0,6095.0,3.0,13.581,10.269
lesmis,level,random,2.0,2.0,77.0,254.0,7037.0,78.0,278.0,31.0,46354.0,2.3609999999999998,3.795,10.02,76.0,254.0,18.0,6810.0,2.7460000000000004,1.088,7.345,76.0,228.0,18.0,6095.0,2.8789999999999996,15.218,10.511
lesmis,level,random,2.0,3.0,77.0,254.0,7037.0,76.0,255.0,31.0,46354.0,2.488,0.9840000000000001,7.002999999999999,76.0,254.0,18.0,6810.0,2.748,1.088,8.202,76.0,254.0,18.0,6095.0,3.093,13.752,12.020999999999999
lesmis,level,random,2.0,4.0,77.0,254.0,7037.0,78.0,278.0,31.0,46354.0,2.5860000000000003,4.077,8.027000000000001,76.0,254.0,18.0,6810.0,2.665,1.088,6.496,76.0,280.0,18.0,6095.0,2.693,16.079,13.359000000000002
lesmis,level,random,2.0,5.0,77.0,254.0,7037.0,77.0,254.0,31.0,46354.0,2.449,0.0,8.908999999999999,76.0,228.0,18.0,6810.0,3.0589999999999997,4.775,7.71,76.0,254.0,18.0,6095.0,3.2119999999999997,12.914000000000001,9.647
lesmis,level,random,2.0,6.0,77.0,254.0,7037.0,78.0,228.0,31.0,46354.0,3.2289999999999996,6.641,8.88,76.0,254.0,18.0,6810.0,3.0010000000000003,1.088,8.969,76.0,254.0,18.0,6095.0,2.992,13.395,10.211
lesmis,level,random,2.0,7.0,77.0,254.0,7037.0,77.0,229.0,31.0,46354.0,3.054,5.662000000000001,10.571,76.0,254.0,18.0,6810.0,2.73,1.088,7.819,76.0,254.0,18.0,6095.0,2.7039999999999997,12.94,11.931
lesmis,level,random,2.0,8.0,77.0,254.0,7037.0,77.0,254.0,31.0,46354.0,2.57,0.0,7.831,76.0,254.0,18.0,6810.0,2.679,1.088,7.287000000000001,76.0,254.0,18.0,6095.0,2.614,12.161,8.829
lesmis,level,random,2.0,9.0,77.0,254.0,7037.0,76.0,255.0,31.0,46354.0,2.687,0.88,6.38,76.0,228.0,18.0,6810.0,2.943,4.775,10.066,76.0,254.0,18.0,6095.0,2.522,13.21,10.634
lesmis,level,random,2.0,10.0,77.0,254.0,7037.0,78.0,253.0,31.0,46354.0,2.4619999999999997,1.005,9.423,76.0,254.0,18.0,6810.0,2.627,1.088,8.53,76.0,280.0,18.0,6095.0,2.91,15.237,10.555
lesmis,level,louvain,2.0,1.0,77.0,254.0,7037.0,78.0,255.0,8.0,11511.0,0.301,0.8690000000000001,1.114,76.0,253.0,8.0,5759.0,0.253,0.868,1.105,76.0,253.0,8.0,5625.0,0.331,1.635,2.03
lesmis,level,louvain,2.0,2.0,77.0,254.0,7037.0,77.0,254.0,8.0,11511.0,0.261,0.0,0.23399999999999999,78.0,255.0,8.0,5759.0,0.337,0.8690000000000001,2.813,76.0,253.0,8.0,5625.0,0.326,1.234,1.973
lesmis,level,louvain,2.0,3.0,77.0,254.0,7037.0,76.0,253.0,8.0,11511.0,0.254,0.868,1.105,76.0,253.0,8.0,5759.0,0.254,0.868,1.105,77.0,254.0,8.0,5625.0,0.23800000000000002,0.831,1.156
lesmis,level,louvain,2.0,4.0,77.0,254.0,7037.0,77.0,254.0,8.0,11511.0,0.299,0.0,0.221,76.0,253.0,8.0,5759.0,0.253,0.868,1.105,78.0,255.0,8.0,5625.0,0.327,1.778,3.323
lesmis,level,louvain,2.0,5.0,77.0,254.0,7037.0,76.0,253.0,8.0,11511.0,0.281,0.868,1.625,76.0,253.0,8.0,5759.0,0.33299999999999996,0.868,1.105,77.0,254.0,8.0,5625.0,0.262,1.195,1.494
lesmis,level,louvain,2.0,6.0,77.0,254.0,7037.0,76.0,253.0,8.0,11511.0,0.18899999999999997,0.868,1.625,78.0,255.0,8.0,5759.0,0.237,0.8690000000000001,2.802,78.0,255.0,8.0,5625.0,0.344,1.964,3.221
lesmis,level,louvain,2.0,7.0,77.0,254.0,7037.0,77.0,254.0,8.0,11511.0,0.235,0.0,0.20800000000000002,78.0,255.0,8.0,5759.0,0.23199999999999998,0.8690000000000001,2.61,76.0,253.0,8.0,5625.0,0.266,1.3130000000000002,2.035
lesmis,level,louvain,2.0,8.0,77.0,254.0,7037.0,78.0,255.0,8.0,11511.0,0.299,0.8690000000000001,1.117,77.0,254.0,8.0,5759.0,0.213,0.0,0.429,76.0,253.0,8.0,5625.0,0.29100000000000004,1.4409999999999998,2.443
lesmis,level,louvain,2.0,9.0,77.0,254.0,7037.0,77.0,254.0,8.0,11511.0,0.309,0.0,0.364,76.0,253.0,8.0,5759.0,0.278,0.868,1.105,77.0,254.0,8.0,5625.0,0.37799999999999995,2.117,2.195
lesmis,level,louvain,2.0,10.0,77.0,254.0,7037.0,76.0,253.0,8.0,11511.0,0.325,0.868,1.092,76.0,253.0,8.0,5759.0,0.292,0.868,1.0290000000000001,76.0,253.0,8.0,5625.0,0.268,1.601,2.332
lesmis,level,cond,2.0,1.0,77.0,254.0,7037.0,73.0,249.0,52.0,33952.0,1.9569999999999999,2.958,5.735,85.0,259.0,36.0,4708.0,1.558,8.046,13.049000000000001,74.0,243.0,36.0,3961.0,1.986,14.902000000000001,13.569
lesmis,level,cond,2.0,2.0,77.0,254.0,7037.0,83.0,264.0,52.0,33952.0,2.3930000000000002,2.8339999999999996,7.6370000000000005,62.0,233.0,36.0,4708.0,2.658,10.83,20.601,72.0,239.0,36.0,3961.0,2.072,13.562000000000001,15.86
lesmis,level,cond,2.0,3.0,77.0,254.0,7037.0,92.0,257.0,52.0,33952.0,2.129,13.975999999999999,17.305,84.0,288.0,36.0,4708.0,1.996,3.661,9.642999999999999,76.0,255.0,36.0,3961.0,2.5989999999999998,6.7010000000000005,6.706
lesmis,level,cond,2.0,4.0,77.0,254.0,7037.0,59.0,238.0,52.0,33952.0,2.2430000000000003,13.464,22.138,70.0,226.0,36.0,4708.0,1.8430000000000002,4.51,6.192,63.0,235.0,36.0,3961.0,2.432,13.654000000000002,21.796999999999997
lesmis,level,cond,2.0,5.0,77.0,254.0,7037.0,119.0,312.0,52.0,33952.0,1.815,20.267,43.071000000000005,78.0,252.0,36.0,4708.0,1.8519999999999999,7.715,10.765999999999998,62.0,225.0,36.0,3961.0,2.7760000000000002,11.377,21.081
lesmis,level,cond,2.0,6.0,77.0,254.0,7037.0,61.0,220.0,52.0,33952.0,2.15,4.356,16.8,68.0,230.0,36.0,4708.0,2.167,1.7080000000000002,8.832,72.0,247.0,36.0,3961.0,2.324,13.686,16.381
lesmis,level,cond,2.0,7.0,77.0,254.0,7037.0,74.0,215.0,52.0,33952.0,2.046,15.962,7.356,62.0,241.0,36.0,4708.0,2.89,11.649000000000001,19.653,65.0,224.0,36.0,3961.0,2.591,9.368,19.942
lesmis,level,cond,2.0,8.0,77.0,254.0,7037.0,89.0,259.0,52.0,33952.0,2.166,9.015,14.86,75.0,253.0,36.0,4708.0,2.176,1.541,5.904,74.0,259.0,36.0,3961.0,2.497,8.998,9.849
lesmis,level,cond,2.0,9.0,77.0,254.0,7037.0,61.0,241.0,52.0,33952.0,2.3209999999999997,13.13,20.090999999999998,69.0,232.0,36.0,4708.0,2.035,3.787,7.607,73.0,257.0,36.0,3961.0,2.784,9.926,12.238
lesmis,level,cond,2.0,10.0,77.0,254.0,7037.0,59.0,252.0,52.0,33952.0,2.082,16.972,23.686,72.0,247.0,36.0,4708.0,2.394,6.046,9.992,81.0,282.0,36.0,3961.0,2.03,12.761,9.898
lesmis,level,spectral,2.0,1.0,77.0,254.0,7037.0,80.0,266.0,29.0,16015.0,1.4169999999999998,2.6039999999999996,5.431,109.0,416.0,35.0,3733.0,1.79,10.905999999999999,26.396,82.0,214.0,35.0,3066.0,1.614,10.149,6.962999999999999
lesmis,level,spectral,2.0,2.0,77.0,254.0,7037.0,77.0,256.0,29.0,16015.0,1.395,2.87,5.545,56.0,200.0,35.0,3733.0,1.745,3.6489999999999996,15.960999999999999,55.0,164.0,35.0,3066.0,2.017,12.036,28.086
lesmis,level,spectral,2.0,3.0,77.0,254.0,7037.0,79.0,246.0,29.0,16015.0,1.7519999999999998,5.172000000000001,6.053,110.0,404.0,35.0,3733.0,2.077,7.803,27.69,66.0,187.0,35.0,3066.0,1.854,8.84,17.942
lesmis,level,spectral,2.0,4.0,77.0,254.0,7037.0,81.0,264.0,29.0,16015.0,1.43,2.372,5.992000000000001,58.0,158.0,35.0,3733.0,1.482,9.802999999999999,15.265999999999998,82.0,281.0,35.0,3066.0,1.962,8.931000000000001,7.569
lesmis,level,spectral,2.0,5.0,77.0,254.0,7037.0,75.0,255.0,29.0,16015.0,1.433,2.79,3.537,52.0,152.0,35.0,3733.0,1.6159999999999999,6.596,19.137,79.0,214.0,35.0,3066.0,1.767,11.640999999999998,10.032
lesmis,level,spectral,2.0,6.0,77.0,254.0,7037.0,79.0,256.0,29.0,16015.0,1.411,1.581,2.826,73.0,204.0,35.0,3733.0,1.422,9.777000000000001,5.3420000000000005,143.0,643.0,35.0,3066.0,1.994,33.496,48.961999999999996
lesmis,level,spectral,2.0,7.0,77.0,254.0,7037.0,79.0,265.0,29.0,16015.0,1.3940000000000001,2.614,5.037,64.0,184.0,35.0,3733.0,1.577,7.792999999999999,9.492,72.0,190.0,35.0,3066.0,1.74,8.249,10.925999999999998
lesmis,level,spectral,2.0,8.0,77.0,254.0,7037.0,78.0,256.0,29.0,16015.0,1.521,0.852,3.1189999999999998,64.0,193.0,35.0,3733.0,1.5959999999999999,8.71,11.227,86.0,333.0,35.0,3066.0,1.909,15.710999999999999,6.96
lesmis,level,spectral,2.0,9.0,77.0,254.0,7037.0,82.0,267.0,29.0,16015.0,1.385,2.6839999999999997,6.099,103.0,349.0,35.0,3733.0,1.808,6.172000000000001,24.875,83.0,281.0,35.0,3066.0,1.6640000000000001,10.31,9.861
lesmis,level,spectral,2.0,10.0,77.0,254.0,7037.0,76.0,254.0,29.0,16015.0,1.605,1.5590000000000002,6.178,87.0,311.0,35.0,3733.0,1.775,4.908,10.027999999999999,65.0,217.0,35.0,3066.0,1.936,4.208,14.419
lesmis,level,node2vec,2.0,1.0,77.0,254.0,7037.0,118.0,385.0,62.0,32002.0,1.675,3.6319999999999997,31.433000000000003,103.0,358.0,53.0,4477.0,2.487,8.093,16.939,109.0,363.0,53.0,3653.0,2.7560000000000002,4.417,22.804000000000002
lesmis,level,node2vec,2.0,2.0,77.0,254.0,7037.0,6.0,4.0,62.0,32002.0,5.341,33.433,43.132,135.0,384.0,53.0,4477.0,1.794,15.232999999999999,51.056000000000004,51.0,171.0,53.0,3653.0,2.443,5.436,26.581
lesmis,level,node2vec,2.0,3.0,77.0,254.0,7037.0,266.0,887.0,62.0,32002.0,1.984,5.6770000000000005,147.664,167.0,539.0,53.0,4477.0,2.044,11.944,75.282,30.0,100.0,53.0,3653.0,1.764,7.2,41.178999999999995
lesmis,level,node2vec,2.0,4.0,77.0,254.0,7037.0,6.0,5.0,62.0,32002.0,4.282,25.788,41.299,78.0,270.0,53.0,4477.0,2.305,8.591000000000001,8.708,132.0,429.0,53.0,3653.0,2.414,7.25,44.803999999999995
lesmis,level,node2vec,2.0,5.0,77.0,254.0,7037.0,6.0,4.0,62.0,32002.0,5.341,33.433,43.132,46.0,185.0,53.0,4477.0,2.33,16.201,35.227,100.0,345.0,53.0,3653.0,2.1790000000000003,8.613,15.952
